Time	Work 0	Work 1	Work 2	Work 3	Work 4	Avail	Done	Remaining
617	R(39)	G(44)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
618	R(38)	G(43)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
619	R(37)	G(42)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
620	R(36)	G(41)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
621	R(35)	G(40)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
622	R(34)	G(39)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
623	R(33)	G(38)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
624	R(32)	G(37)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
625	R(31)	G(36)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
626	R(30)	G(35)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
627	R(29)	G(34)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
628	R(28)	G(33)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
629	R(27)	G(32)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
630	R(26)	G(31)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
631	R(25)	G(30)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
632	R(24)	G(29)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
633	R(23)	G(28)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
634	R(22)	G(27)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
635	R(21)	G(26)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
636	R(20)	G(25)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
637	R(19)	G(24)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
638	R(18)	G(23)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
639	R(17)	G(22)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
640	R(16)	G(21)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
641	R(15)	G(20)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
642	R(14)	G(19)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
643	R(13)	G(18)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
644	R(12)	G(17)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
645	R(11)	G(16)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
646	R(10)	G(15)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
647	R(9)	G(14)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
648	R(8)	G(13)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
649	R(7)	G(12)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
650	R(6)	G(11)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
651	R(5)	G(10)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
652	R(4)	G(9)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
653	R(3)	G(8)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
654	R(2)	G(7)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
655	R(1)	G(6)	.	.	.		SCLPAMQVWYNUHODT	BEFIJKXZ
656	.	G(5)	.	.	.		SCLPAMQVWYNUHODTR	BEFIJKXZ
657	.	G(4)	.	.	.		SCLPAMQVWYNUHODTR	BEFIJKXZ
658	.	G(3)	.	.	.		SCLPAMQVWYNUHODTR	BEFIJKXZ
659	.	G(2)	.	.	.		SCLPAMQVWYNUHODTR	BEFIJKXZ
660	.	G(1)	.	.	.		SCLPAMQVWYNUHODTR	BEFIJKXZ
661	K(71)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
662	K(70)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
663	K(69)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
664	K(68)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
665	K(67)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
666	K(66)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
667	K(65)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
668	K(64)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
669	K(63)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
670	K(62)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
671	K(61)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
672	K(60)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
673	K(59)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
674	K(58)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
675	K(57)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
676	K(56)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
677	K(55)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
678	K(54)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
679	K(53)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
680	K(52)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
681	K(51)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
682	K(50)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
683	K(49)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
684	K(48)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
685	K(47)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
686	K(46)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
687	K(45)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
688	K(44)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
689	K(43)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
690	K(42)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
691	K(41)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
692	K(40)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
693	K(39)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
694	K(38)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
695	K(37)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
696	K(36)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
697	K(35)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
698	K(34)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
699	K(33)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
700	K(32)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
701	K(31)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
702	K(30)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
703	K(29)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
704	K(28)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
705	K(27)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
706	K(26)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
707	K(25)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
708	K(24)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
709	K(23)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
710	K(22)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
711	K(21)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
712	K(20)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
713	K(19)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
714	K(18)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
715	K(17)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
716	K(16)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
717	K(15)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
718	K(14)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
719	K(13)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
720	K(12)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
721	K(11)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
722	K(10)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
723	K(9)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
724	K(8)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
725	K(7)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
726	K(6)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
727	K(5)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
728	K(4)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
729	K(3)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
730	K(2)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
731	K(1)	.	.	.	.		SCLPAMQVWYNUHODTRG	BEFIJXZ
732	B(62)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
733	B(61)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
734	B(60)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
735	B(59)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
736	B(58)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
737	B(57)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
738	B(56)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
739	B(55)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
740	B(54)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
741	B(53)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
742	B(52)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
743	B(51)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
744	B(50)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
745	B(49)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
746	B(48)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
747	B(47)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
748	B(46)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
749	B(45)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
750	B(44)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
751	B(43)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
752	B(42)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
753	B(41)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
754	B(40)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
755	B(39)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
756	B(38)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
757	B(37)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
758	B(36)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
759	B(35)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
760	B(34)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
761	B(33)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
762	B(32)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
763	B(31)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
764	B(30)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
765	B(29)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
766	B(28)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
767	B(27)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
768	B(26)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
769	B(25)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
770	B(24)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
771	B(23)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
772	B(22)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
773	B(21)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
774	B(20)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
775	B(19)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
776	B(18)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
777	B(17)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
778	B(16)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
779	B(15)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
780	B(14)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
781	B(13)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
782	B(12)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
783	B(11)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
784	B(10)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
785	B(9)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
786	B(8)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
787	B(7)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
788	B(6)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
789	B(5)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
790	B(4)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
791	B(3)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
792	B(2)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
793	B(1)	.	.	.	.		SCLPAMQVWYNUHODTRGK	EFIJXZ
794	J(70)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
795	J(69)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
796	J(68)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
797	J(67)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
798	J(66)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
799	J(65)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
800	J(64)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
801	J(63)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
802	J(62)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
803	J(61)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
804	J(60)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
805	J(59)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
806	J(58)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
807	J(57)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
808	J(56)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
809	J(55)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
810	J(54)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
811	J(53)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
812	J(52)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
813	J(51)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
814	J(50)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
815	J(49)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
816	J(48)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
817	J(47)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
818	J(46)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
819	J(45)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
820	J(44)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
821	J(43)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
822	J(42)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
823	J(41)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
824	J(40)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
825	J(39)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
826	J(38)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
827	J(37)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
828	J(36)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
829	J(35)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
830	J(34)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
831	J(33)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
832	J(32)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
833	J(31)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
834	J(30)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
835	J(29)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
836	J(28)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
837	J(27)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
838	J(26)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
839	J(25)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
840	J(24)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
841	J(23)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
842	J(22)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
843	J(21)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
844	J(20)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
845	J(19)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
846	J(18)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
847	J(17)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
848	J(16)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
849	J(15)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
850	J(14)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
851	J(13)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
852	J(12)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
853	J(11)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
854	J(10)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
855	J(9)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
856	J(8)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
857	J(7)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
858	J(6)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
859	J(5)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
860	J(4)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
861	J(3)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
862	J(2)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
863	J(1)	.	.	.	.		SCLPAMQVWYNUHODTRGKB	EFIXZ
864	E(65)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
865	E(64)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
866	E(63)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
867	E(62)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
868	E(61)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
869	E(60)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
870	E(59)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
871	E(58)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
872	E(57)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
873	E(56)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
874	E(55)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
875	E(54)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
876	E(53)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
877	E(52)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
878	E(51)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
879	E(50)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
880	E(49)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
881	E(48)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
882	E(47)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
883	E(46)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
884	E(45)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
885	E(44)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
886	E(43)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
887	E(42)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
888	E(41)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
889	E(40)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
890	E(39)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
891	E(38)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
892	E(37)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
893	E(36)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
894	E(35)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
895	E(34)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
896	E(33)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
897	E(32)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
898	E(31)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
899	E(30)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
900	E(29)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
901	E(28)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
902	E(27)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
903	E(26)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
904	E(25)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
905	E(24)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
906	E(23)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
907	E(22)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
908	E(21)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
909	E(20)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
910	E(19)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
911	E(18)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
912	E(17)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
913	E(16)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
914	E(15)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
915	E(14)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
916	E(13)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
917	E(12)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
918	E(11)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
919	E(10)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
920	E(9)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
921	E(8)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
922	E(7)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
923	E(6)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
924	E(5)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
925	E(4)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
926	E(3)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
927	E(2)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
928	E(1)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJ	FIXZ
929	F(66)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
930	F(65)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
931	F(64)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
932	F(63)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
933	F(62)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
934	F(61)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
935	F(60)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
936	F(59)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
937	F(58)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
938	F(57)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
939	F(56)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
940	F(55)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
941	F(54)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
942	F(53)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
943	F(52)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
944	F(51)	.	.	.	.		SCLPAMQVWYNUHODTRGKBJE	IXZ
